,ano,orgao,codigoOrgao,orgaoSuperior,codigoOrgaoSuperior,empenhado,liquidado,pago
996,2022,Caixa de Construções de Casas para o Pessoal da Marinha do Brasil,31280,Ministério da Defesa,52000,"275.167.644,49","141.106.285,77","141.096.586,81"
997,2022,Fundação Osório,52222,Ministério da Defesa,52000,"26.104.736,11","26.104.736,10","24.485.781,83"
998,2022,Caixa de Financiamento Imobiliário da Aeronáutica,52211,Ministério da Defesa,52000,"10.519.101,72","9.855.994,69","9.734.952,55"
999,2023,Comando do Exército,52121,Ministério da Defesa,52000,"52.266.594.690,51","43.082.553.082,01","33.209.341.357,21"
1000,2023,Comando da Marinha,52131,Ministério da Defesa,52000,"30.589.062.068,35","21.480.616.382,49","19.879.912.203,43"
1001,2023,Comando da Aeronáutica,52111,Ministério da Defesa,52000,"22.892.760.418,71","19.628.641.410,26","17.805.513.085,94"
1002,2023,Fundo do Exército,52904,Ministério da Defesa,52000,"2.011.527.545,68","1.622.598.702,28","1.597.604.673,55"
1003,2023,Ministério da Defesa - Unidades com vínculo direto,52000,Ministério da Defesa,52000,"1.159.181.868,39","478.254.648,77","458.148.861,73"
1004,2023,Amazônia Azul Tecnologia de Defesa S.A.,52233,Ministério da Defesa,52000,"515.133.857,43","349.822.503,57","317.441.974,78"
1005,2023,Indústria de Material Bélico do Brasil,52221,Ministério da Defesa,52000,"318.978.607,01","185.623.991,44","177.661.253,63"
1006,2023,Caixa de Construções de Casas para o Pessoal da Marinha do Brasil,31280,Ministério da Defesa,52000,"252.086.087,57","89.743.307,47","89.335.097,61"
1007,2023,Fundação Osório,52222,Ministério da Defesa,52000,"29.645.541,86","19.874.064,49","18.201.142,32"
1008,2023,Caixa de Financiamento Imobiliário da Aeronáutica,52211,Ministério da Defesa,52000,"4.528.035,22","3.359.826,11","3.409.372,74"
1009,2016,Fundo Constitucional de Financiamento do Nordeste,53903,Ministério da Integração e do Desenvolvimento Regional,53000,"7.276.629.254,00","7.090.462.939,68","7.090.462.939,68"
1010,2016,Fundo Constitucional de Financiamento do Centro-Oeste,53902,Ministério da Integração e do Desenvolvimento Regional,53000,"2.425.543.085,00","2.363.487.633,36","2.363.487.633,36"
1011,2016,Fundo Constitucional de Financiamento do Norte,53901,Ministério da Integração e do Desenvolvimento Regional,53000,"2.425.543.085,00","2.363.487.633,36","2.363.487.633,36"
1012,2016,Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto,53000,Ministério da Integração e do Desenvolvimento Regional,53000,"3.267.157.643,75","1.558.279.697,26","1.513.658.450,61"
1013,2016,Departamento Nacional de Obras Contra as Secas,22204,Ministério da Integração e do Desenvolvimento Regional,53000,"1.055.105.844,66","847.030.503,50","834.975.859,24"
1014,2016,Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba,22203,Ministério da Integração e do Desenvolvimento Regional,53000,"975.611.566,42","572.889.470,53","547.129.966,52"
1015,2016,Superintendência do Desenvolvimento da Amazônia,53202,Ministério da Integração e do Desenvolvimento Regional,53000,"154.910.750,00","52.764.162,84","52.260.241,82"
1016,2016,Superintendência do Desenvolvimento do Nordeste,53203,Ministério da Integração e do Desenvolvimento Regional,53000,"52.054.959,03","43.983.812,09","43.980.180,52"
1017,2016,Superintendência de Desenvolvimento do Centro-Oeste,53207,Ministério da Integração e do Desenvolvimento Regional,53000,"69.457.130,51","26.043.502,48","25.987.736,18"
1018,2016,Fundo de Desenvolvimento do Nordeste,74918,Ministério da Integração e do Desenvolvimento Regional,53000,"1.859.599.211,00","0,00","0,00"
1019,2016,Fundo de Desenvolvimento do Centro-Oeste,74919,Ministério da Integração e do Desenvolvimento Regional,53000,"494.883.314,72","0,00","0,00"
1020,2016,Fundo de Desenvolvimento da Amazônia,74917,Ministério da Integração e do Desenvolvimento Regional,53000,"245.034.002,68","0,00","0,00"
1021,2017,Fundo Constitucional de Financiamento do Nordeste,53903,Ministério da Integração e do Desenvolvimento Regional,53000,"7.291.130.936,00","6.773.151.579,25","6.773.151.579,25"
1022,2017,Fundo Constitucional de Financiamento do Centro-Oeste,53902,Ministério da Integração e do Desenvolvimento Regional,53000,"2.430.376.978,00","2.257.717.165,83","2.257.717.165,83"
1023,2017,Fundo Constitucional de Financiamento do Norte,53901,Ministério da Integração e do Desenvolvimento Regional,53000,"2.430.376.978,00","2.257.717.165,83","2.257.717.165,83"
1024,2017,Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto,53000,Ministério da Integração e do Desenvolvimento Regional,53000,"3.716.642.851,12","1.216.007.420,74","1.214.200.570,14"
1025,2017,Departamento Nacional de Obras Contra as Secas,22204,Ministério da Integração e do Desenvolvimento Regional,53000,"1.207.050.868,56","888.279.971,43","887.906.964,74"
1026,2017,Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba,22203,Ministério da Integração e do Desenvolvimento Regional,53000,"1.326.030.977,02","652.155.449,23","627.848.543,72"
1027,2017,Superintendência do Desenvolvimento do Nordeste,53203,Ministério da Integração e do Desenvolvimento Regional,53000,"71.988.226,96","46.643.250,47","46.643.250,47"
1028,2017,Superintendência do Desenvolvimento da Amazônia,53202,Ministério da Integração e do Desenvolvimento Regional,53000,"258.012.619,47","46.196.724,66","43.815.047,79"
1029,2017,Superintendência de Desenvolvimento do Centro-Oeste,53207,Ministério da Integração e do Desenvolvimento Regional,53000,"86.583.856,99","23.005.779,32","22.965.741,02"
1030,2017,Fundo de Desenvolvimento do Nordeste,74918,Ministério da Integração e do Desenvolvimento Regional,53000,"701.115.553,05","0,00","0,00"
1031,2017,Fundo de Desenvolvimento do Centro-Oeste,74919,Ministério da Integração e do Desenvolvimento Regional,53000,"301.489.142,24","0,00","0,00"
1032,2017,Fundo de Desenvolvimento da Amazônia,74917,Ministério da Integração e do Desenvolvimento Regional,53000,"1.116.929.404,00","0,00","0,00"
1033,2018,Fundo Constitucional de Financiamento do Nordeste,53903,Ministério da Integração e do Desenvolvimento Regional,53000,"7.416.679.319,00","7.218.103.712,57","7.218.103.712,57"
1034,2018,Fundo Constitucional de Financiamento do Centro-Oeste,53902,Ministério da Integração e do Desenvolvimento Regional,53000,"2.472.226.443,00","2.406.034.570,78","2.406.034.570,78"
1035,2018,Fundo Constitucional de Financiamento do Norte,53901,Ministério da Integração e do Desenvolvimento Regional,53000,"2.472.226.443,00","2.406.034.570,78","2.406.034.570,78"
1036,2018,Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto,53000,Ministério da Integração e do Desenvolvimento Regional,53000,"2.916.463.697,27","1.376.413.181,48","1.240.471.038,41"
1037,2018,Departamento Nacional de Obras Contra as Secas,22204,Ministério da Integração e do Desenvolvimento Regional,53000,"1.161.314.228,85","840.379.727,03","784.089.894,64"
1038,2018,Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba,22203,Ministério da Integração e do Desenvolvimento Regional,53000,"1.543.443.597,93","828.365.246,95","758.833.597,00"
1039,2018,Superintendência do Desenvolvimento da Amazônia,53202,Ministério da Integração e do Desenvolvimento Regional,53000,"290.258.645,66","48.583.916,57","46.002.921,39"
1040,2018,Superintendência do Desenvolvimento do Nordeste,53203,Ministério da Integração e do Desenvolvimento Regional,53000,"93.263.580,21","48.442.608,81","45.063.452,72"
1041,2018,Superintendência de Desenvolvimento do Centro-Oeste,53207,Ministério da Integração e do Desenvolvimento Regional,53000,"220.930.728,56","24.254.047,28","23.384.337,96"
1042,2018,Fundo de Desenvolvimento do Nordeste,74918,Ministério da Integração e do Desenvolvimento Regional,53000,"173.866.659,88","0,00","0,00"
1043,2018,Fundo de Desenvolvimento do Centro-Oeste,74919,Ministério da Integração e do Desenvolvimento Regional,53000,"0,00","0,00","0,00"
1044,2018,Fundo de Desenvolvimento da Amazônia,74917,Ministério da Integração e do Desenvolvimento Regional,53000,"350.433.904,78","0,00","0,00"
1045,2019,Fundo Constitucional de Financiamento do Nordeste,53903,Ministério da Integração e do Desenvolvimento Regional,53000,"8.236.231.459,00","7.958.978.859,13","7.958.978.859,13"
1046,2019,Fundo Constitucional de Financiamento do Norte,53901,Ministério da Integração e do Desenvolvimento Regional,53000,"2.745.410.483,00","2.652.992.949,83","2.652.992.949,83"
1047,2019,Fundo Constitucional de Financiamento do Centro-Oeste,53902,Ministério da Integração e do Desenvolvimento Regional,53000,"2.745.410.483,00","2.531.491.411,22","2.531.491.411,22"
1048,2019,Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto,53000,Ministério da Integração e do Desenvolvimento Regional,53000,"2.415.219.211,10","1.468.379.226,57","1.459.065.650,54"
1049,2019,Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba,22203,Ministério da Integração e do Desenvolvimento Regional,53000,"2.319.681.842,95","804.077.748,95","741.031.090,46"
1050,2019,Departamento Nacional de Obras Contra as Secas,22204,Ministério da Integração e do Desenvolvimento Regional,53000,"1.085.039.637,45","786.155.062,46","728.793.149,29"
1051,2019,Superintendência do Desenvolvimento do Nordeste,53203,Ministério da Integração e do Desenvolvimento Regional,53000,"82.006.881,00","48.343.723,46","44.995.930,45"
1052,2019,Superintendência do Desenvolvimento da Amazônia,53202,Ministério da Integração e do Desenvolvimento Regional,53000,"361.049.725,34","46.724.156,50","44.190.111,53"
1053,2019,Superintendência de Desenvolvimento do Centro-Oeste,53207,Ministério da Integração e do Desenvolvimento Regional,53000,"210.717.648,97","22.003.624,55","20.847.607,09"
1054,2019,Fundo de Desenvolvimento do Nordeste,74918,Ministério da Integração e do Desenvolvimento Regional,53000,"642.338.978,00","0,00","0,00"
1055,2019,Fundo de Desenvolvimento do Centro-Oeste,74919,Ministério da Integração e do Desenvolvimento Regional,53000,"158.163.653,00","0,00","0,00"
1056,2019,Fundo de Desenvolvimento da Amazônia,74917,Ministério da Integração e do Desenvolvimento Regional,53000,"395.502.456,00","0,00","0,00"
1057,2020,Fundo Constitucional de Financiamento do Nordeste,53903,Ministério da Integração e do Desenvolvimento Regional,53000,"8.458.962.838,00","7.511.120.907,34","7.511.120.907,34"
1058,2020,Fundo Constitucional de Financiamento do Centro-Oeste,53902,Ministério da Integração e do Desenvolvimento Regional,53000,"2.819.654.279,00","2.503.706.969,64","2.503.706.969,64"
1059,2020,Fundo Constitucional de Financiamento do Norte,53901,Ministério da Integração e do Desenvolvimento Regional,53000,"2.819.654.279,00","2.503.706.969,64","2.503.706.969,64"
1060,2020,Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto,53000,Ministério da Integração e do Desenvolvimento Regional,53000,"3.307.590.947,41","1.935.737.922,90","1.871.849.893,75"
1061,2020,Departamento Nacional de Obras Contra as Secas,22204,Ministério da Integração e do Desenvolvimento Regional,53000,"1.311.239.171,30","864.322.394,69","810.601.114,81"
1062,2020,Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba,22203,Ministério da Integração e do Desenvolvimento Regional,53000,"3.156.807.913,19","668.194.051,17","629.244.425,69"
1063,2020,Superintendência do Desenvolvimento do Nordeste,53203,Ministério da Integração e do Desenvolvimento Regional,53000,"63.837.846,73","46.597.828,30","40.963.459,67"
1064,2020,Superintendência do Desenvolvimento da Amazônia,53202,Ministério da Integração e do Desenvolvimento Regional,53000,"298.981.173,55","41.036.404,35","38.806.980,46"
1065,2020,Superintendência de Desenvolvimento do Centro-Oeste,53207,Ministério da Integração e do Desenvolvimento Regional,53000,"250.366.426,98","25.039.456,98","24.233.162,28"
1066,2020,Fundo de Desenvolvimento do Nordeste,74918,Ministério da Integração e do Desenvolvimento Regional,53000,"514.864.575,01","23.798.336,34","23.798.336,34"
1067,2020,Fundo de Desenvolvimento do Centro-Oeste,74919,Ministério da Integração e do Desenvolvimento Regional,53000,"483.239.824,00","0,00","0,00"
1068,2020,Fundo de Desenvolvimento da Amazônia,74917,Ministério da Integração e do Desenvolvimento Regional,53000,"358.440.717,00","0,00","0,00"
1069,2021,Fundo Constitucional de Financiamento do Nordeste,53903,Ministério da Integração e do Desenvolvimento Regional,53000,"8.784.912.523,00","8.784.912.523,00","8.784.912.523,00"
1070,2021,Fundo Constitucional de Financiamento do Centro-Oeste,53902,Ministério da Integração e do Desenvolvimento Regional,53000,"2.928.304.175,00","2.928.304.175,00","2.928.304.175,00"
1071,2021,Fundo Constitucional de Financiamento do Norte,53901,Ministério da Integração e do Desenvolvimento Regional,53000,"2.928.304.175,00","2.928.304.175,00","2.928.304.175,00"
1072,2021,Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto,53000,Ministério da Integração e do Desenvolvimento Regional,53000,"2.958.059.314,56","1.102.469.897,70","1.084.556.442,26"
1073,2021,Departamento Nacional de Obras Contra as Secas,22204,Ministério da Integração e do Desenvolvimento Regional,53000,"1.207.180.351,04","825.730.664,42","743.393.977,46"
1074,2021,Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba,22203,Ministério da Integração e do Desenvolvimento Regional,53000,"3.778.725.081,03","733.600.278,23","688.330.056,97"
1075,2021,Fundo de Desenvolvimento da Amazônia,74917,Ministério da Integração e do Desenvolvimento Regional,53000,"291.851.574,90","73.564.823,29","73.564.823,29"
1076,2021,Superintendência do Desenvolvimento do Nordeste,53203,Ministério da Integração e do Desenvolvimento Regional,53000,"61.316.712,08","44.516.573,00","41.521.658,52"
1077,2021,Superintendência do Desenvolvimento da Amazônia,53202,Ministério da Integração e do Desenvolvimento Regional,53000,"71.791.647,47","38.350.027,37","35.935.876,55"
1078,2021,Superintendência de Desenvolvimento do Centro-Oeste,53207,Ministério da Integração e do Desenvolvimento Regional,53000,"236.087.096,47","28.590.859,86","27.718.314,56"
1079,2021,Fundo de Desenvolvimento do Nordeste,74918,Ministério da Integração e do Desenvolvimento Regional,53000,"3.073.696.705,01","0,00","0,00"
1080,2021,Fundo de Desenvolvimento do Centro-Oeste,74919,Ministério da Integração e do Desenvolvimento Regional,53000,"949.219.418,00","0,00","0,00"
1081,2022,Fundo Constitucional de Financiamento do Nordeste,53903,Ministério da Integração e do Desenvolvimento Regional,53000,"14.608.909.474,00","11.722.200.016,38","11.722.200.016,38"
1082,2022,Fundo Constitucional de Financiamento do Centro-Oeste,53902,Ministério da Integração e do Desenvolvimento Regional,53000,"4.826.625.604,00","3.905.376.750,19","3.905.376.750,19"
1083,2022,Fundo Constitucional de Financiamento do Norte,53901,Ministério da Integração e do Desenvolvimento Regional,53000,"4.869.636.491,00","3.905.376.750,19","3.905.376.750,19"
1084,2022,Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba,22203,Ministério da Integração e do Desenvolvimento Regional,53000,"3.623.805.752,88","1.006.427.368,30","962.151.456,17"
1085,2022,Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto,53000,Ministério da Integração e do Desenvolvimento Regional,53000,"2.422.471.152,00","918.103.648,90","860.699.296,77"
1086,2022,Departamento Nacional de Obras Contra as Secas,22204,Ministério da Integração e do Desenvolvimento Regional,53000,"987.269.950,43","808.577.210,33","735.912.028,73"
1087,2022,Superintendência do Desenvolvimento do Nordeste,53203,Ministério da Integração e do Desenvolvimento Regional,53000,"50.690.396,64","45.458.304,57","42.425.227,46"
1088,2022,Superintendência do Desenvolvimento da Amazônia,53202,Ministério da Integração e do Desenvolvimento Regional,53000,"50.021.381,01","39.022.571,58","36.731.937,45"
1089,2022,Superintendência de Desenvolvimento do Centro-Oeste,53207,Ministério da Integração e do Desenvolvimento Regional,53000,"233.361.366,77","25.718.162,83","24.604.645,12"
1090,2022,Fundo de Desenvolvimento do Nordeste,74918,Ministério da Integração e do Desenvolvimento Regional,53000,"930.173.425,00","0,00","0,00"
1091,2022,Fundo de Desenvolvimento do Centro-Oeste,74919,Ministério da Integração e do Desenvolvimento Regional,53000,"84.180.745,73","0,00","0,00"
1092,2022,Fundo de Desenvolvimento da Amazônia,74917,Ministério da Integração e do Desenvolvimento Regional,53000,"0,00","0,00","0,00"
1093,2023,Fundo Constitucional de Financiamento do Nordeste,53903,Ministério da Integração e do Desenvolvimento Regional,53000,"13.570.007.180,00","7.008.044.031,31","7.008.044.031,31"
1094,2023,Fundo Constitucional de Financiamento do Norte,53901,Ministério da Integração e do Desenvolvimento Regional,53000,"4.523.335.729,00","2.962.213.436,59","2.962.213.436,59"
1095,2023,Fundo Constitucional de Financiamento do Centro-Oeste,53902,Ministério da Integração e do Desenvolvimento Regional,53000,"4.523.335.729,00","2.372.198.535,61","2.309.639.711,15"
1096,2023,Ministério da Integração e do Desenvolvimento Regional - Unidades com vínculo direto,53000,Ministério da Integração e do Desenvolvimento Regional,53000,"3.245.822.195,69","780.342.515,92","763.185.212,46"
1097,2023,Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba,22203,Ministério da Integração e do Desenvolvimento Regional,53000,"1.212.844.363,19","575.837.698,26","582.979.899,59"
1098,2023,Departamento Nacional de Obras Contra as Secas,22204,Ministério da Integração e do Desenvolvimento Regional,53000,"710.073.582,61","623.759.549,97","538.721.067,60"
1099,2023,Superintendência do Desenvolvimento do Nordeste,53203,Ministério da Integração e do Desenvolvimento Regional,53000,"35.805.005,12","33.306.207,17","31.049.495,36"
1100,2023,Superintendência do Desenvolvimento da Amazônia,53202,Ministério da Integração e do Desenvolvimento Regional,53000,"34.171.126,85","29.448.960,93","30.955.792,60"
1101,2023,Superintendência de Desenvolvimento do Centro-Oeste,53207,Ministério da Integração e do Desenvolvimento Regional,53000,"130.696.996,26","16.134.188,63","15.268.502,88"
1102,2023,Fundo de Desenvolvimento do Nordeste,74918,Ministério da Integração e do Desenvolvimento Regional,53000,"430.957.324,84","0,00","0,00"
1103,2023,Fundo de Desenvolvimento do Centro-Oeste,74919,Ministério da Integração e do Desenvolvimento Regional,53000,"0,00","0,00","0,00"
1104,2016,Instituto Brasileiro de Turismo,20604,Ministério do Turismo,54000,"136.058.479,64","108.403.339,92","104.941.960,66"
1105,2016,Ministério do Turismo - Unidades com vínculo direto,54000,Ministério do Turismo,54000,"714.998.345,39","105.104.326,37","104.811.826,37"
1106,2016,Fundo Geral de Turismo,54901,Ministério do Turismo,54000,"51.565.418,00","0,00","0,00"
1107,2017,Ministério do Turismo - Unidades com vínculo direto,54000,Ministério do Turismo,54000,"750.691.133,21","120.790.935,36","120.547.185,36"
1108,2017,Instituto Brasileiro de Turismo,20604,Ministério do Turismo,54000,"120.858.600,20","77.089.934,33","77.089.934,33"
1109,2017,Fundo Geral de Turismo,54901,Ministério do Turismo,54000,"66.762.990,00","66.762.990,00","66.762.990,00"
1110,2018,Fundo Geral de Turismo,54901,Ministério do Turismo,54000,"286.483.770,99","206.194.078,60","206.194.078,60"
1111,2018,Ministério do Turismo - Unidades com vínculo direto,54000,Ministério do Turismo,54000,"1.108.053.869,13","135.598.662,14","133.283.197,78"
1112,2018,Instituto Brasileiro de Turismo,20604,Ministério do Turismo,54000,"109.933.691,05","99.454.006,38","96.709.668,32"
1113,2019,Ministério do Turismo - Unidades com vínculo direto,54000,Ministério do Turismo,54000,"795.164.087,16","101.827.046,05","98.252.444,45"
1114,2019,Instituto Brasileiro de Turismo,20604,Ministério do Turismo,54000,"96.161.975,66","75.466.673,87","72.891.675,98"
1115,2019,Fundo Geral de Turismo,54901,Ministério do Turismo,54000,"223.420.601,40","24.960.847,55","24.960.847,55"
1116,2020,Fundo Geral de Turismo,54901,Ministério do Turismo,54000,"5.032.311.767,00","5.032.311.767,00","3.077.317.352,99"
1117,2020,Ministério do Turismo - Unidades com vínculo direto,54000,Ministério do Turismo,54000,"1.020.888.225,20","166.057.691,93","152.834.552,31"
1118,2020,Instituto Brasileiro de Turismo,20604,Ministério do Turismo,54000,"149.774,53","149.774,53","149.774,53"
1119,2021,Ministério do Turismo - Unidades com vínculo direto,54000,Ministério do Turismo,54000,"487.786.950,28","224.305.695,80","212.738.569,56"
1120,2021,Fundo Geral de Turismo,54901,Ministério do Turismo,54000,"55.579.424,00","0,00","0,00"
1121,2021,Instituto Brasileiro de Turismo,20604,Ministério do Turismo,54000,"0,00","0,00","0,00"
1122,2022,Ministério do Turismo - Unidades com vínculo direto,54000,Ministério do Turismo,54000,"680.932.473,88","297.937.359,45","227.500.881,73"
1123,2022,Fundo Geral de Turismo,54901,Ministério do Turismo,54000,"472.822.908,00","0,00","80.411.371,30"
1124,2023,Fundo Geral de Turismo,54901,Ministério do Turismo,54000,"271.974.999,99","245.361.127,24","245.361.127,24"
1125,2023,Ministério do Turismo - Unidades com vínculo direto,54000,Ministério do Turismo,54000,"253.939.071,97","111.571.935,92","107.347.918,76"
1126,2016,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto",55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"29.305.711.774,09","28.808.311.018,59","28.808.211.224,41"
1127,2016,Fundo Nacional de Assistência Social,55001,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"2.949.635.203,38","1.940.588.903,77","1.940.588.903,77"
1128,2017,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto",55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"28.931.714.434,27","28.503.743.304,78","28.468.181.640,89"
1129,2017,Fundo Nacional de Assistência Social,55001,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"2.805.084.718,18","2.640.790.871,05","2.640.790.871,05"
1130,2018,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto",55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"30.876.961.357,06","30.326.245.855,70","30.316.776.622,75"
1131,2018,Fundo Nacional de Assistência Social,55001,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"2.926.644.289,24","2.781.131.277,86","2.752.725.631,22"
1132,2019,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto",55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"34.360.954.354,20","33.605.346.299,62","33.583.288.917,11"
1133,2019,Fundo Nacional de Assistência Social,55001,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"3.708.909.214,94","3.378.202.121,22","3.376.312.621,22"
1134,2020,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto",55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"315.668.830.512,36","312.753.715.739,95","312.742.101.720,06"
1135,2020,Fundo Nacional de Assistência Social,55001,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"5.148.303.989,22","4.924.875.919,29","4.923.828.169,29"
1136,2021,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto",55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"92.759.399.161,50","86.542.710.737,76","86.531.096.856,69"
1137,2021,Fundo Nacional de Assistência Social,55001,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"3.034.053.261,45","1.944.888.155,37","1.944.853.506,51"
1138,2022,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto",55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"118.201.535.733,63","117.072.434.110,57","117.044.718.111,52"
1139,2022,Fundo Nacional de Assistência Social,55001,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"3.677.086.016,83","3.117.835.530,10","3.095.309.434,51"
1140,2023,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto",55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"173.145.540.956,65","127.662.298.797,37","127.530.552.440,57"
1141,2023,Fundo Nacional de Assistência Social,55001,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome",55000,"3.484.155.150,35","2.909.585.781,31","2.909.585.781,31"
1142,2016,Ministério das Cidades - Unidades com vínculo direto,56000,Ministério das Cidades,56000,"9.621.364.459,89","7.491.875.928,30","7.491.613.221,20"
1143,2016,Companhia Brasileira de Trens Urbanos,29214,Ministério das Cidades,56000,"1.070.578.671,62","944.697.412,03","931.743.667,99"
1144,2016,Empresa de Trens Urbanos de Porto Alegre,29205,Ministério das Cidades,56000,"272.747.499,11","265.432.784,64","259.543.635,02"
1145,2016,Fundo Nacional de Habitação de Interesse Social,56902,Ministério das Cidades,56000,"38.075.679,94","9.405.847,40","9.405.847,40"
1146,2017,Ministério das Cidades - Unidades com vínculo direto,56000,Ministério das Cidades,56000,"7.459.061.596,72","4.854.989.913,55","4.854.979.315,69"
1147,2017,Companhia Brasileira de Trens Urbanos,29214,Ministério das Cidades,56000,"1.057.619.527,31","982.544.108,69","978.127.799,63"
1148,2017,Empresa de Trens Urbanos de Porto Alegre,29205,Ministério das Cidades,56000,"287.199.052,62","267.587.535,92","258.423.204,39"
1149,2017,Fundo Nacional de Habitação de Interesse Social,56902,Ministério das Cidades,56000,"50.943.378,38","6.221.014,35","6.221.014,35"
1150,2018,Ministério das Cidades - Unidades com vínculo direto,56000,Ministério das Cidades,56000,"8.414.112.614,51","5.358.239.846,55","5.354.335.404,94"
1151,2018,Companhia Brasileira de Trens Urbanos,29214,Ministério das Cidades,56000,"1.169.358.533,38","1.048.682.011,09","1.004.605.730,38"
1152,2018,Empresa de Trens Urbanos de Porto Alegre,29205,Ministério das Cidades,56000,"449.183.121,42","398.486.032,61","379.990.344,26"
1153,2018,Fundo Nacional de Habitação de Interesse Social,56902,Ministério das Cidades,56000,"18.300.660,98","5.662.424,39","5.662.424,39"
1154,2019,Ministério das Cidades - Unidades com vínculo direto,56000,Ministério das Cidades,56000,"9.064.562.313,14","5.254.771.166,96","5.246.732.840,10"
1155,2019,Companhia Brasileira de Trens Urbanos,29214,Ministério das Cidades,56000,"1.297.589.231,72","1.226.197.975,73","1.174.572.252,40"
1156,2019,Empresa de Trens Urbanos de Porto Alegre,29205,Ministério das Cidades,56000,"395.536.237,42","333.657.966,15","307.372.051,53"
1157,2019,Fundo Nacional de Habitação de Interesse Social,56902,Ministério das Cidades,56000,"21.448.000,00","11.693.914,11","4.925.414,11"
1158,2020,Ministério das Cidades - Unidades com vínculo direto,56000,Ministério das Cidades,56000,"7.287.057.745,11","3.591.589.860,86","3.553.873.836,93"
1159,2020,Companhia Brasileira de Trens Urbanos,29214,Ministério das Cidades,56000,"1.274.786.944,30","1.133.681.540,82","1.085.942.914,14"
1160,2020,Empresa de Trens Urbanos de Porto Alegre,29205,Ministério das Cidades,56000,"264.075.929,52","227.292.429,30","211.087.746,34"
1161,2020,Fundo Nacional de Habitação de Interesse Social,56902,Ministério das Cidades,56000,"73.498.005,84","1.556.341,02","1.556.341,02"
1162,2021,Ministério das Cidades - Unidades com vínculo direto,56000,Ministério das Cidades,56000,"7.069.698.577,69","1.874.284.386,19","1.872.844.943,84"
1163,2021,Companhia Brasileira de Trens Urbanos,29214,Ministério das Cidades,56000,"1.510.840.321,54","1.372.993.635,78","1.334.533.456,15"
1164,2021,Empresa de Trens Urbanos de Porto Alegre,29205,Ministério das Cidades,56000,"293.816.396,74","268.198.760,65","250.604.802,11"
1165,2021,Fundo Nacional de Habitação de Interesse Social,56902,Ministério das Cidades,56000,"84.245.505,60","408.376,32","408.376,32"
1166,2022,Ministério das Cidades - Unidades com vínculo direto,56000,Ministério das Cidades,56000,"7.605.004.631,44","3.576.257.613,62","3.520.509.472,69"
1167,2022,Companhia Brasileira de Trens Urbanos,29214,Ministério das Cidades,56000,"1.897.366.742,56","1.761.469.292,79","1.731.765.318,47"
1168,2022,Empresa de Trens Urbanos de Porto Alegre,29205,Ministério das Cidades,56000,"324.111.070,22","304.249.709,02","299.403.624,16"
